#-----------------------------------------------------------------------------
# Date d'extraction : 22/01/2025 - 13h48 loc.
#-----------------------------------------------------------------------------
# Producteur : CEN
# Experience : ADAMONT2017
# Modele     : ALADIN53_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#     RCP8.5 : Emissions non rÃ©duites
#-----------------------------------------------------------------------------
# PÃ©riode extraite : de 2005 Ã  2100
#-----------------------------------------------------------------------------
# Type d'indice : horaire
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     TNAV : TempÃ©rature minimale journaliÃ¨re (Â°C)
#     TXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#     SD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     TXND : Nombre de jours anormalement chauds (jour(s))
#     TNHT : Nombre de nuits anormalement chaudes (jour(s))
#     TR : Nombre de nuits tropicales (jour(s))
#     TNFD : Nombre de jours de gel (jour(s))
#     TNND : Nombre de jours anormalement froids (jour(s))
#     TXFD : Nombre de jours sans dÃ©gel (jour(s))
#     TNCWD : Nombre de jours d'une vague de froid (jour(s))
#     TXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     TRAV : Amplitude thermique journaliÃ¨re (Â°C)
#     TXQ90 : ExtrÃªme chaud de la tempÃ©rature maximale journaliÃ¨re (Â°C)
#     TXQ10 : ExtrÃªme froid de la tempÃ©rature maximale journaliÃ¨re (Â°C)
#     TNQ10 : ExtrÃªme froid de la tempÃ©rature minimale journaliÃ¨re (Â°C)
#     TNQ90 : ExtrÃªme chaud de la tempÃ©rature minimale journaliÃ¨re (Â°C)
#     PAV : PrÃ©cipitations journaliÃ¨res moyennes (mm)
#     RR : Cumul de prÃ©cipitation (mm)
#     RR1MM : Nombre de jours de pluie (jour(s))
#     PN20MM : Nombre de jours de fortes prÃ©cipitations (jour(s))
#     PFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     PXCWD : Nombre maximum de jours pluvieux consÃ©cutifs (jour(s))
#     PXCDD : PÃ©riode de sÃ©cheresse (jour(s))
#     PINT : PrÃ©cipitation moyenne les jours pluvieux (mm)
#     RRSN : rapport entre le cumul de prÃ©cipitations neigeuses et totales
#     SNDAV : Ã©paisseur de neige moyenne (cm)
#     SND5 : nombre de jours de dÃ©passement dâ€™un seuil de 5 cm (jour(s))
#     SND50 : nombre de jours de dÃ©passement dâ€™un seuil de 50 cm (jour(s))
#     SND100 : nombre de jours de dÃ©passement dâ€™un seuil de 100 cm (jour(s))
#     SWE : maximum dâ€™Ã©quivalent en eau du manteau neigeux (mm)
#     SWEDAT : date du maximum dâ€™Ã©quivalent en eau du manteau neigeux (%)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Identifiant;Libelle;Altitude;Contexte;Annee;TAV;TNAV;TXAV;SD;TXND;TNHT;TR;TNFD;TNND;TXFD;TNCWD;TXHWD;TRAV;TXQ90;TXQ10;TNQ10;TNQ90;PAV;RR;RR1MM;PN20MM;PFL90;PXCWD;PXCDD;PINT;RRSN;SNDAV;SND5;SND50;SND100;SWE;SWEDAT;
#-----------------------------------------------------------------------------
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2086;0.21;-2.27;2.7;0;87;95;0;115;4;47;0;52;4.97;8.05;-3.25;-8.65;3.55;3.84;695.38;53;12;66.17;9;21;12.8;0.69;52.82;155;93;26;326.1;20860216;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2087;-0.62;-3.17;1.93;0;69;79;0;138;9;67;0;45;5.09;8.55;-5.15;-9.75;4.25;6.66;1206.27;99;18;59.74;7;12;12.05;0.81;125.32;159;149;140;796.06;20870412;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2088;1.62;-0.97;4.21;0;110;126;0;92;0;33;0;98;5.18;10.45;-2.75;-7.75;4.55;4.44;807.33;65;13;77.35;11;14;12.25;0.73;67.31;150;107;76;433;20880226;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2089;0.94;-1.57;3.44;0;84;104;0;108;3;40;0;57;5.01;9.15;-3.35;-8.95;4.95;4.87;881.02;68;15;68.84;5;17;12.75;0.75;63.72;167;100;48;437.22;20890328;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2090;1.04;-1.26;3.34;0;76;102;0;116;0;36;0;52;4.61;8.15;-0.95;-6.15;4.75;2.5;453.08;42;6;78.69;5;27;10.53;0.77;31.4;111;52;2;307.88;20900332;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2091;1.03;-1.58;3.65;0;92;97;0;104;6;43;0;73;5.23;10.25;-3.15;-9.05;4.55;5.05;913.47;66;13;75.58;8;16;13.63;0.81;56.95;152;94;37;377.09;20910324;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2092;-0.38;-2.64;1.88;0;78;94;0;121;15;53;14;34;4.52;7.85;-5.55;-9.95;2.85;6.76;1230.7;85;20;70.28;9;20;14.32;0.81;113.84;179;163;96;733;20920412;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2093;3.43;0.96;5.89;0;136;155;0;74;0;16;0;128;4.93;10.25;0.75;-4.15;5.65;5.44;984.92;75;16;68.89;8;19;12.97;0.38;13.51;112;5;0;143.89;20930124;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2094;0.1;-2.46;2.66;0;70;99;0;133;8;36;0;22;5.12;8.15;-2.65;-8.45;3.15;5.85;1058.89;64;17;74.55;6;24;16.36;0.77;109.32;147;143;131;641.97;20940404;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2095;1.21;-1.27;3.69;0;98;114;0;108;2;40;0;59;4.97;8.85;-1.95;-7.55;4.65;4.85;878.32;83;15;60.89;10;24;10.47;0.64;48.3;147;78;27;415.06;20950328;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2096;0.82;-1.35;3;0;80;98;0;105;0;53;0;63;4.34;9.55;-4.25;-8.25;5.55;6.56;1194.04;77;18;66.25;8;13;15.38;0.8;127.61;144;130;120;802.04;20960404;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2097;0.59;-1.92;3.11;0;79;91;0;115;1;38;0;41;5.03;8.45;-2.35;-7.95;3.05;5.62;1016.36;82;15;62.77;9;34;12.32;0.77;100.86;181;161;47;691.92;20970214;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2098;-0.18;-2.69;2.32;0;74;84;0;118;3;64;0;61;5.01;9.25;-5.65;-9.95;4.85;6.75;1221.73;84;21;72.19;12;15;14.41;0.85;129.84;150;142;109;908.22;20980412;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2099;1.72;-0.68;4.11;0;103;118;0;99;3;36;0;86;4.79;9.25;-1.85;-5.95;4.55;6.15;1113.14;89;17;72.07;8;14;12.42;0.67;116.1;179;170;126;709.65;20990218;
1052400;ALPES : Beaufortain;2400 m;RCP8.5;2100;0.57;-1.87;3;0;85;95;0;109;3;58;0;61;4.86;9.45;-3.95;-9.15;5.15;5.07;918.57;65;18;81.63;7;25;13.95;0.8;77.97;118;96;83;659.7;21000404;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2006;-6.71;-9.49;-3.93;0;14;18;0;181;29;147;15;0;5.56;1.25;-10.55;-16.55;-2.75;5.44;984.88;68;20;75.5;14;20;14.3;1;191.04;181;150;132;977.09;20060426;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2007;-6.34;-9.1;-3.58;0;10;24;0;179;26;142;13;0;5.52;1.95;-10.85;-16.05;-2.65;7.4;1339.88;73;23;64.28;7;17;18.22;1;235.77;181;156;153;1431.26;20070428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2008;-5.99;-8.6;-3.37;0;20;31;0;177;30;139;13;17;5.23;3.25;-10.45;-16.35;-2.05;4.23;770.2;71;14;66.75;10;12;10.78;0.99;186.61;182;182;149;889.47;20080430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2009;-5.08;-8.04;-2.12;0;31;33;0;174;20;122;6;15;5.92;4.45;-7.75;-14.55;-1.45;5.34;967.07;65;17;70.5;7;14;14.7;1;173.07;181;176;149;874.16;20090424;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2010;-5.33;-8.01;-2.66;0;25;38;0;176;20;136;8;0;5.35;2.45;-7.45;-13.85;-2.15;7.73;1399.64;82;26;73.69;13;12;16.93;0.99;254.46;172;163;155;1388.93;20100412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2011;-7.05;-10.01;-4.09;0;22;15;0;179;41;137;16;6;5.92;2.25;-12.65;-18.25;-3.15;3.54;639.84;71;9;62.28;10;18;8.89;0.99;111.8;153;139;123;614.51;20110428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2012;-4.07;-6.91;-1.24;0;45;47;0;175;8;114;0;6;5.67;4.75;-6.45;-11.35;-2.15;4.7;854.64;70;18;69.5;8;20;12.03;0.96;159.34;182;182;111;967.54;20120430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2013;-3.75;-6.34;-1.17;0;32;50;0;175;9;104;6;14;5.17;2.95;-5.15;-10.95;-1.75;6.05;1094.78;82;16;64.51;8;11;13.27;0.97;198.29;176;174;169;1047.67;20130428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2014;-5.75;-8.32;-3.19;0;19;29;0;178;32;124;14;0;5.13;2.75;-10.75;-17.05;-1.95;7.57;1369.67;80;25;64.06;7;16;16.95;1;244.49;181;174;135;1409.15;20140424;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2015;-4.68;-7.32;-2.04;0;30;51;0;174;14;126;0;0;5.28;2.75;-6.45;-13.45;-1.45;8.5;1537.83;90;29;71.35;6;9;16.95;0.96;258.2;181;177;164;1416.32;20150428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2016;-3.9;-6.66;-1.14;0;40;51;0;171;18;99;6;29;5.51;4.85;-7.75;-13.45;-0.75;4.06;739.54;71;11;71.48;8;15;10.32;0.99;118.71;163;139;109;704.74;20160430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2017;-5.99;-8.93;-3.05;0;30;31;0;174;44;128;25;6;5.88;3.05;-10.75;-17.55;-2.25;5.64;1020.7;81;15;71.15;15;29;12.46;0.86;138.09;181;173;139;834.28;20170426;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2018;-4.51;-7.36;-1.67;0;38;48;0;168;25;111;12;14;5.7;5.35;-9.15;-15.25;-0.65;6.25;1130.36;56;18;76.54;9;30;20.03;0.99;183.88;181;180;163;993.15;20180412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2019;-3.51;-6.17;-0.86;0;40;52;0;172;5;106;0;0;5.32;3.75;-5.65;-11.65;-1.55;6.08;1100.83;77;19;73.96;8;12;14.17;0.98;212.99;181;160;149;1140.33;20190416;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2020;-4.39;-6.99;-1.8;0;26;38;0;182;12;132;0;8;5.19;2.45;-6.25;-12.55;-3.05;4.79;871.8;71;14;65.21;15;27;12.15;0.99;163.73;182;182;125;939.22;20200430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2021;-4.24;-7.33;-1.15;0;37;36;0;179;12;117;0;7;6.18;3.15;-5.75;-12.75;-3.05;4.04;731.65;46;13;79.81;6;61;15.73;1;129.02;181;174;132;753.65;20210430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2022;-4.83;-7.76;-1.9;0;32;40;0;177;29;115;15;13;5.86;2.75;-7.95;-15.25;-2.35;7.24;1310.15;84;20;65.82;12;12;15.47;0.98;232.31;178;171;170;1231.76;20220430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2023;-5.6;-8.53;-2.67;0;26;32;0;178;18;132;0;8;5.86;2.65;-8.35;-15.05;-2.85;4.8;867.99;61;14;80.33;9;39;14.1;0.93;171.24;180;176;166;741.18;20230426;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2024;-4.18;-6.9;-1.46;0;38;50;0;168;19;107;10;13;5.44;4.25;-7.65;-14.95;-0.65;8.48;1542.48;89;24;64.67;9;12;17.24;0.95;246.31;182;176;139;1377.86;20240428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2025;-4.76;-7.55;-1.96;0;30;36;0;175;24;113;0;0;5.59;3.15;-8.25;-14.85;-1.55;7.03;1272.42;72;23;78.4;8;11;17.45;0.96;235.8;181;171;140;1179.53;20250420;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2026;-6.17;-8.82;-3.52;0;8;17;0;180;21;145;10;0;5.3;1.45;-9.55;-15.85;-3.45;5.7;1031.51;70;19;58.81;7;45;14.62;0.99;204.62;181;181;124;1180.55;20260430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2027;-4.5;-7.43;-1.57;0;37;32;0;180;21;110;8;18;5.86;3.35;-7.95;-14.05;-2.15;4.1;741.6;61;11;70.14;5;31;12.02;1;105.77;181;161;84;708.55;20270428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2028;-2.51;-5.16;0.14;0;50;63;0;164;1;91;0;22;5.3;4.45;-4.05;-9.65;-0.05;3.57;649.66;61;10;62.77;7;17;10.44;0.96;129.94;182;154;133;621.05;20280408;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2029;-3.69;-6.46;-0.93;0;40;44;0;173;9;98;0;8;5.53;4.25;-7.25;-12.55;-1.15;4.73;856.53;65;14;70.61;13;17;13.04;0.96;147.53;165;155;125;815.93;20290412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2030;-4.23;-6.73;-1.73;0;34;40;0;172;11;128;9;6;5.01;3.35;-6.45;-11.55;-2.05;8.83;1598.04;74;29;80.76;15;15;21.43;0.98;282.01;180;172;171;1535.15;20300408;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2031;-4.42;-7.06;-1.78;0;35;47;0;169;22;125;11;16;5.29;4.35;-8.05;-14.65;-1.25;8.31;1503.64;77;27;69.69;7;10;19.35;0.97;257.37;181;181;176;1416.14;20310430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2032;-5.76;-8.48;-3.04;0;21;22;0;179;21;130;14;0;5.44;2.15;-10.25;-14.25;-3.05;4.4;800.47;72;14;62.12;10;21;11.04;1;120.51;175;155;119;806.74;20320430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2033;-2.89;-5.6;-0.17;0;64;72;0;152;14;78;0;34;5.44;5.95;-6.75;-13.35;0.85;3.46;627.08;54;9;72.12;6;21;11.42;0.94;81.05;161;116;54;542.76;20330406;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2034;-5.21;-7.81;-2.61;0;19;26;0;177;18;140;9;11;5.2;2.75;-7.45;-13.95;-2.65;7.06;1278.46;71;21;69.84;9;25;17.93;1;256.42;181;181;180;1157.93;20340328;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2035;-3.97;-6.78;-1.17;0;36;51;0;173;17;107;0;12;5.61;4.05;-7.95;-13.45;-1.35;5.63;1018.71;72;20;74.31;9;24;14.05;0.98;174.04;181;154;146;949.95;20350426;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2036;-4.35;-6.75;-1.95;0;27;46;0;176;15;123;7;0;4.8;2.85;-7.95;-14.65;-1.45;8.96;1631.08;93;26;69.77;12;16;17.42;0.97;241.14;182;176;146;1551.43;20360426;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2037;-4;-6.8;-1.19;0;31;36;0;178;16;107;0;6;5.61;2.45;-6.65;-12.75;-2.45;5.99;1083.89;79;17;65.18;9;20;13.6;0.96;198.03;181;179;164;1088.66;20370428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2038;-4.95;-7.51;-2.39;0;24;44;0;175;15;130;0;0;5.12;2.85;-8.65;-14.25;-1.65;7.26;1314.12;88;23;59.48;8;21;14.81;0.97;241.34;181;176;168;1287.85;20380430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2039;-3.75;-6.24;-1.26;0;38;58;0;160;12;105;0;12;4.97;4.95;-7.65;-12.65;0.15;6.68;1209.13;73;21;76.01;10;19;16.46;0.94;209.78;181;165;157;1032.06;20390412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2040;-1.9;-4.35;0.55;0;69;87;0;151;9;77;6;33;4.9;5.65;-5.55;-10.65;1.65;4.64;844.78;66;15;73.05;9;24;12.63;0.89;95.71;169;152;81;660.81;20400308;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2041;-3.38;-5.86;-0.9;0;44;57;0;162;13;109;0;8;4.96;5.45;-6.35;-12.75;0.45;7.29;1319.47;85;26;66.59;13;13;15.43;0.92;181.16;181;171;138;1052.85;20410422;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2042;-5.73;-8.55;-2.91;0;33;32;0;174;37;132;20;17;5.64;3.35;-10.65;-16.25;-1.95;6.94;1256.49;76;23;75.72;12;19;16.4;0.99;224.12;181;175;151;1147.68;20420412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2043;-4.69;-7.25;-2.14;0;33;49;0;166;26;117;12;0;5.11;4.75;-9.75;-15.75;-1.05;7.29;1319.58;74;20;72.31;8;39;17.71;0.96;190.03;181;165;110;1265.04;20430412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2044;-6.06;-8.76;-3.37;0;14;24;0;176;31;138;0;6;5.38;2.45;-9.55;-16.25;-2.85;4.62;840.77;69;13;60.59;7;13;12.07;1;133.72;179;153;114;796.28;20440422;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2045;-5.02;-7.66;-2.37;0;45;45;0;167;34;97;25;29;5.3;3.95;-11.55;-17.15;-0.45;5.77;1045.08;74;17;57.47;9;17;13.9;0.93;157.07;179;137;119;901.38;20450412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2046;-4.59;-7.34;-1.83;0;35;33;0;176;17;122;0;13;5.52;3.65;-7.45;-12.65;-2.45;5.65;1021.79;72;17;64.78;8;30;14.04;0.99;186.69;181;171;131;953.05;20460412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2047;-3.17;-5.73;-0.61;0;37;60;0;169;11;98;0;17;5.12;4.25;-5.95;-11.95;-0.75;7.98;1443.75;94;26;57.3;9;16;15.28;0.97;247.78;180;172;153;1360.99;20470412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2048;-3.24;-5.87;-0.62;0;59;74;0;167;17;87;13;26;5.25;5.35;-7.35;-14.15;-0.15;8.69;1581.11;84;24;68.57;12;18;18.68;0.86;214.87;170;155;149;1376.75;20480420;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2049;-2.89;-5.26;-0.53;0;40;64;0;159;1;102;0;0;4.72;4.65;-6.05;-10.65;0.15;7.35;1330.55;69;27;77.57;8;21;19.18;0.9;172.13;181;135;118;1154.29;20490424;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2050;-3.41;-6.05;-0.76;0;49;59;0;160;19;96;16;28;5.29;5.75;-7.65;-14.75;0.25;6.29;1137.65;70;20;70.3;12;27;16.12;0.97;193.07;173;169;134;999.89;20500400;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2051;-4.01;-6.75;-1.27;0;31;42;0;173;7;100;0;21;5.48;3.55;-6.95;-13.25;-1.75;4.42;799.89;60;13;70.32;7;21;13.15;0.96;119.8;177;134;109;726.42;20510430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2052;-1.61;-4.17;0.96;0;69;86;0;162;8;58;7;44;5.13;5.75;-4.05;-9.95;0.15;3.86;703.35;56;11;66.62;6;30;12.33;0.94;95.71;173;168;115;532.1;20520420;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2053;-3.16;-5.8;-0.53;0;47;61;0;164;10;103;0;22;5.27;6.25;-6.45;-11.85;-0.05;5.73;1037.28;66;19;69.82;8;34;15.55;0.91;130.95;169;154;106;894.37;20530428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2054;-4.05;-6.59;-1.51;0;29;41;0;170;9;110;0;12;5.08;4.05;-7.35;-12.95;-1.35;5.94;1075.3;88;16;65.41;10;12;12.14;0.98;210.81;181;181;169;1032.27;20540410;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2055;-0.92;-3.58;1.74;0;83;98;0;150;0;61;0;57;5.32;7.15;-2.65;-9.05;1.35;4.02;727.11;54;13;66.95;10;27;13.19;0.9;71.19;150;117;70;473.48;20550410;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2056;-3.25;-5.84;-0.66;0;48;69;0;173;13;101;0;28;5.17;3.95;-6.25;-13.25;-0.75;5.52;1004.03;69;19;71.03;6;22;14.43;0.98;170.02;182;163;125;938.44;20560422;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2057;-3.37;-5.91;-0.82;0;52;63;0;159;9;98;0;25;5.09;4.75;-6.65;-13.25;0.25;6.19;1121.03;84;16;66.99;13;12;13.19;0.97;133.9;144;133;119;1046.5;20570430;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2058;-1.22;-3.61;1.17;0;79;100;0;151;2;72;0;39;4.78;6.15;-3.35;-8.15;0.75;6.59;1192.52;73;21;71.51;10;17;16.24;0.95;195.66;181;180;154;1015.29;20580412;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2059;-4.28;-7.25;-1.31;0;43;39;0;169;10;110;0;16;5.94;3.95;-6.65;-12.45;-1.95;6.1;1103.74;74;20;73.96;10;19;14.81;0.97;181.66;179;165;154;1007.5;20590420;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2060;-3.24;-6.02;-0.46;0;53;50;0;173;2;99;0;19;5.56;5.25;-6.05;-12.35;-0.95;4.1;746.14;69;9;66.38;9;17;10.65;1;123.68;161;155;135;706.38;20600428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2061;-2.77;-5.41;-0.13;0;47;60;0;164;3;99;0;21;5.28;4.95;-5.05;-10.45;-0.15;5.52;999.89;60;13;72.08;10;42;16.49;0.93;157.3;168;141;129;822.78;20610424;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2062;-3.09;-5.55;-0.63;0;43;66;0;156;3;100;0;16;4.92;4.95;-6.75;-12.15;0.95;7.41;1341.09;85;24;69.17;8;13;15.66;0.92;184.61;168;167;120;1148.42;20620416;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2063;-2.67;-5.28;-0.05;0;62;78;0;157;11;91;0;26;5.23;6.15;-6.35;-12.15;0.55;6.5;1175.8;80;16;70.88;6;19;14.56;0.9;178.18;179;166;148;919.83;20630402;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2064;-1.77;-4.2;0.67;0;71;87;0;152;4;70;0;27;4.88;6.25;-5.15;-9.85;0.95;5.66;1029.98;70;16;66.09;12;20;14.53;0.93;148.87;182;172;112;930.48;20640404;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2065;-2.81;-5.49;-0.13;0;53;76;0;158;12;88;0;16;5.36;4.65;-6.15;-12.45;0.45;7.79;1410.43;87;27;67.23;10;11;16.09;0.92;206.19;174;149;134;1174.76;20650424;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2066;-3.98;-6.32;-1.63;0;46;61;0;162;17;106;13;13;4.69;4.45;-8.85;-14.75;0.35;6.12;1106.96;83;19;76.75;14;14;13.2;0.98;171.26;170;160;131;969.47;20660404;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2067;-2.56;-5.04;-0.08;0;57;79;0;162;8;82;6;38;4.96;5.65;-6.95;-12.75;0.05;5.72;1035.02;68;17;79.72;9;27;15.08;0.9;108.17;162;156;114;778.58;20670424;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2068;-1.83;-4.5;0.85;0;69;94;0;144;7;74;0;19;5.35;6.45;-5.25;-11.05;1.75;5.94;1081.46;72;15;70.16;9;21;14.92;0.9;140.18;170;158;116;934.85;20680406;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2069;-1.96;-4.33;0.4;0;59;80;0;147;0;88;0;30;4.73;6.05;-5.35;-9.95;2.05;4.59;831.24;70;13;66.04;9;15;11.75;0.92;117.13;167;165;108;659.15;20690408;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2070;-1.3;-3.81;1.22;0;82;99;0;142;5;65;0;45;5.03;6.45;-5.35;-10.25;2.45;5.1;923.66;69;11;73.12;10;18;13.24;0.85;123.41;157;148;121;720.81;20700402;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2071;-3.03;-5.46;-0.6;0;51;75;0;161;12;88;0;19;4.86;4.95;-7.05;-13.35;0.35;8.58;1553.15;85;27;78.64;12;18;18.16;0.97;243.8;175;164;154;1411.57;20710420;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2072;-2.82;-5.36;-0.27;0;68;79;0;157;16;80;0;49;5.09;5.65;-8.15;-13.85;0.55;3.76;685.02;54;10;71.82;7;37;12.45;0.88;89.3;182;126;99;575.17;20720406;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2073;-2.5;-4.94;-0.07;0;52;77;0;160;10;88;7;15;4.87;4.95;-6.25;-10.95;0.35;6.72;1216.55;78;21;63.87;7;19;15.44;0.96;186.78;181;154;129;1114.07;20730410;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2074;-0.95;-3.6;1.71;0;95;105;0;143;4;62;0;41;5.31;6.85;-3.85;-9.05;1.85;4.6;832.74;74;13;69.28;8;12;11.06;0.95;130.14;162;148;129;708.18;20740406;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2075;-0.4;-2.95;2.15;0;95;105;0;139;1;60;0;71;5.1;7.95;-2.85;-8.85;3.05;4.72;854.06;54;13;79.61;8;44;15.62;0.86;106.45;180;175;113;476.63;20750324;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2076;-1.55;-3.95;0.84;0;78;100;0;131;5;84;0;42;4.8;7.75;-5.65;-10.15;2.75;3.46;630.3;68;9;68.24;7;14;9.12;0.91;73.63;156;122;63;370.59;20760308;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2077;-3.12;-5.72;-0.52;0;50;51;0;164;3;106;0;17;5.2;5.45;-6.05;-11.85;-0.25;4.99;902.35;65;17;67.72;8;23;13.76;0.96;133.83;158;137;130;823.72;20770420;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2078;-2.5;-4.92;-0.08;0;70;91;0;147;12;80;7;31;4.84;5.95;-7.55;-12.95;1.65;6.9;1248.1;64;27;82.18;6;24;19.29;0.87;144.2;163;141;98;921.05;20780426;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2079;-0.7;-3.13;1.74;0;88;116;0;144;5;55;0;67;4.87;6.85;-4.25;-8.65;1.45;5.42;980.4;60;16;79.82;10;19;16.15;0.81;110.52;181;127;110;622.61;20790408;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2080;-3.05;-5.46;-0.64;0;49;66;0;168;7;101;6;24;4.82;4.45;-6.15;-11.85;-0.25;7.72;1405;85;23;73.98;7;16;16.41;0.98;212.12;177;174;149;1229.49;20800428;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2081;-1.44;-3.71;0.83;0;81;98;0;142;6;69;0;42;4.54;6.15;-5.55;-9.95;1.75;4.66;842.69;71;9;70.76;6;9;11.77;0.82;87.5;173;141;90;512.2;20810402;
1052700;ALPES : Beaufortain;2700 m;RCP8.5;2082;-2.34;-4.7;0.03;0;59;76;0;154;7;83;0;23;4.74;6.45;-6.05;-10.25;0.65;5.12;925.83;72;13;68.95;9;16;12.7;0.98;125.39;158;130;126;845.54;20820416;
