#-----------------------------------------------------------------------------
# Date d'extraction : 22/01/2025 - 11h47 loc.
#-----------------------------------------------------------------------------
# Producteur : CEN
# Experience : ADAMONT2017
# Modele     : ALADIN53_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# PÃ©riode extraite : de 1950 Ã  2005
#-----------------------------------------------------------------------------
# Type d'indice : horaire
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     TNAV : TempÃ©rature minimale journaliÃ¨re (Â°C)
#     TXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#     SD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     TXND : Nombre de jours anormalement chauds (jour(s))
#     TNHT : Nombre de nuits anormalement chaudes (jour(s))
#     TR : Nombre de nuits tropicales (jour(s))
#     TNFD : Nombre de jours de gel (jour(s))
#     TNND : Nombre de jours anormalement froids (jour(s))
#     TXFD : Nombre de jours sans dÃ©gel (jour(s))
#     TNCWD : Nombre de jours d'une vague de froid (jour(s))
#     TXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     TRAV : Amplitude thermique journaliÃ¨re (Â°C)
#     TXQ90 : ExtrÃªme chaud de la tempÃ©rature maximale journaliÃ¨re (Â°C)
#     TXQ10 : ExtrÃªme froid de la tempÃ©rature maximale journaliÃ¨re (Â°C)
#     TNQ10 : ExtrÃªme froid de la tempÃ©rature minimale journaliÃ¨re (Â°C)
#     TNQ90 : ExtrÃªme chaud de la tempÃ©rature minimale journaliÃ¨re (Â°C)
#     PAV : PrÃ©cipitations journaliÃ¨res moyennes (mm)
#     RR : Cumul de prÃ©cipitation (mm)
#     RR1MM : Nombre de jours de pluie (jour(s))
#     PN20MM : Nombre de jours de fortes prÃ©cipitations (jour(s))
#     PFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     PXCWD : Nombre maximum de jours pluvieux consÃ©cutifs (jour(s))
#     PXCDD : PÃ©riode de sÃ©cheresse (jour(s))
#     PINT : PrÃ©cipitation moyenne les jours pluvieux (mm)
#     RRSN : rapport entre le cumul de prÃ©cipitations neigeuses et totales
#     SNDAV : Ã©paisseur de neige moyenne (cm)
#     SND5 : nombre de jours de dÃ©passement dâ€™un seuil de 5 cm (jour(s))
#     SND50 : nombre de jours de dÃ©passement dâ€™un seuil de 50 cm (jour(s))
#     SND100 : nombre de jours de dÃ©passement dâ€™un seuil de 100 cm (jour(s))
#     SWE : maximum dâ€™Ã©quivalent en eau du manteau neigeux (mm)
#     SWEDAT : date du maximum dâ€™Ã©quivalent en eau du manteau neigeux (%)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Identifiant;Libelle;Altitude;Contexte;Annee;TAV;TNAV;TXAV;SD;TXND;TNHT;TR;TNFD;TNND;TXFD;TNCWD;TXHWD;TRAV;TXQ90;TXQ10;TNQ10;TNQ90;PAV;RR;RR1MM;PN20MM;PFL90;PXCWD;PXCDD;PINT;RRSN;SNDAV;SND5;SND50;SND100;SWE;SWEDAT;
#-----------------------------------------------------------------------------
1010600;ALPES : Chablais;600 m;REF;1973;5.21;1.08;9.34;0;54;30;0;71;5;2;0;16;8.26;16.35;3.25;-4.05;6.35;3.01;545.67;53;5;67.91;4;23;10.18;0.09;0.17;3;0;0;12.22;19721204;
1010600;ALPES : Chablais;600 m;REF;1974;4.56;0.74;8.38;0;35;25;0;81;8;8;0;7;7.65;17.05;1.55;-4.75;5.65;3.75;679.29;69;9;67.56;6;18;9.69;0.1;0.66;9;0;0;18.39;19740112;
1010600;ALPES : Chablais;600 m;REF;1975;4.08;0.3;7.85;0;15;9;0;90;4;8;0;0;7.55;12.85;2.05;-4.35;5.05;2.97;538.04;56;4;59.64;8;19;9.45;0.13;3.31;37;0;0;49.2;19750204;
1010600;ALPES : Chablais;600 m;REF;1976;1.45;-2.57;5.46;0;14;9;0;123;51;32;31;0;8.02;14.35;-1.25;-10.15;4.05;3.08;561.27;67;8;63.06;5;11;8.26;0.19;1.76;25;0;0;29.71;19751112;
1010600;ALPES : Chablais;600 m;REF;1977;4.27;0.8;7.74;0;23;22;0;75;7;4;0;7;6.94;14.45;1.95;-4.45;5.65;4.38;793.4;67;14;67.34;5;14;11.57;0.16;1.7;23;0;0;37.64;19770112;
1010600;ALPES : Chablais;600 m;REF;1978;3.28;-0.88;7.44;0;31;12;0;101;25;14;6;12;8.33;15.85;0.15;-7.35;5.85;3.25;587.56;75;5;43.07;8;18;7.68;0.3;17.8;89;15;0;186.15;19780206;
1010600;ALPES : Chablais;600 m;REF;1979;1.93;-1.8;5.66;0;5;7;0;112;32;31;6;0;7.46;12.65;-1.35;-8.25;4.55;3.63;657.09;62;9;64.52;16;23;10.39;0.15;4.42;53;0;0;60.71;19790304;
1010600;ALPES : Chablais;600 m;REF;1980;4.16;0.85;7.46;0;30;32;0;74;16;18;0;0;6.61;14.05;-0.05;-5.65;6.45;4.92;895.4;80;15;67.33;6;15;11.08;0.15;3.13;43;0;0;32.27;19800116;
1010600;ALPES : Chablais;600 m;REF;1981;2.72;-1.19;6.63;0;26;13;0;103;26;27;9;0;7.82;13.35;-0.95;-7.05;3.35;2.72;491.87;55;8;60.47;9;12;8.74;0.14;0.86;15;0;0;12.79;19810106;
1010600;ALPES : Chablais;600 m;REF;1982;3.31;-0.72;7.33;0;24;5;0;93;12;7;0;13;8.05;15.15;1.55;-7.05;5.05;3.45;624.57;69;10;53.92;6;22;8.8;0.12;3.87;51;0;0;51.04;19820210;
1010600;ALPES : Chablais;600 m;REF;1983;3.8;0.42;7.18;0;18;12;0;76;8;7;0;0;6.76;14.05;1.25;-4.35;4.55;3.75;679.05;78;8;57.82;10;9;8.62;0.14;2.91;35;0;0;53.57;19830212;
1010600;ALPES : Chablais;600 m;REF;1984;1.65;-2.02;5.32;0;8;5;0;131;30;20;9;0;7.34;11.95;-0.05;-6.75;2.85;5.01;911.25;69;15;70.4;14;17;13.05;0.16;2.2;22;0;0;58.49;19840224;
1010600;ALPES : Chablais;600 m;REF;1985;3.57;-0.38;7.52;0;31;9;0;87;19;15;0;13;7.9;16.45;0.45;-7.05;5.25;2.95;533.12;56;6;67.06;6;15;9.24;0.08;1.17;10;0;0;19.9;19850224;
1010600;ALPES : Chablais;600 m;REF;1986;3.3;-0.04;6.64;0;11;18;0;92;9;13;0;0;6.69;13.75;0.45;-5.75;5.75;5.45;985.72;84;12;60.04;12;9;11.55;0.17;1.86;32;0;0;32.76;19860114;
1010600;ALPES : Chablais;600 m;REF;1987;3.38;-0.3;7.05;0;20;8;0;88;13;19;0;8;7.35;13.75;-0.55;-6.55;5.25;3.62;654.75;76;6;60.03;8;21;8.55;0.17;7.08;52;0;0;70.14;19870224;
1010600;ALPES : Chablais;600 m;REF;1988;4.69;1.45;7.92;0;21;28;0;65;2;0;0;0;6.46;12.55;2.85;-2.65;6.35;5.53;1006.2;96;16;61.33;13;13;10.37;0.06;0.21;2;0;0;11.56;19880324;
1010600;ALPES : Chablais;600 m;REF;1989;3.43;-0.61;7.46;0;15;8;0;97;17;6;0;7;8.08;12.25;2.65;-5.65;3.25;3.58;648;61;8;66.69;10;40;10.38;0.18;0.5;6;0;0;36.36;19881204;
1010600;ALPES : Chablais;600 m;REF;1990;3.57;-0.67;7.82;0;36;11;0;82;27;16;9;15;8.48;15.85;0.25;-9.25;5.25;3.44;622.52;68;3;65.31;14;15;9.02;0.21;3.74;66;0;0;55.74;19891232;
1010600;ALPES : Chablais;600 m;REF;1991;3.54;0.1;6.98;0;11;16;0;92;8;3;0;0;6.88;12.15;2.05;-4.85;4.95;4.94;894.24;83;10;62.4;6;14;10.65;0.1;0.69;5;0;0;17.63;19910300;
1010600;ALPES : Chablais;600 m;REF;1992;4.42;1.07;7.77;0;18;30;0;64;8;10;0;0;6.7;14.15;1.45;-4.45;5.55;5.24;952.87;84;13;68.9;10;13;11.27;0.06;0.64;13;0;0;21.33;19920132;
1010600;ALPES : Chablais;600 m;REF;1993;3.78;0.67;6.89;0;7;20;0;73;6;9;0;0;6.23;11.95;1.45;-4.15;5.25;5.59;1011.3;92;16;57.2;6;7;10.85;0.16;2.21;21;0;0;66.36;19930110;
1010600;ALPES : Chablais;600 m;REF;1994;3.53;-0.02;7.09;0;18;11;0;103;11;14;0;0;7.11;12.85;1.15;-4.35;4.85;4.38;792.42;77;12;59.3;8;15;10.14;0.08;0.8;11;0;0;14.5;19940124;
1010600;ALPES : Chablais;600 m;REF;1995;2.79;-1.03;6.6;0;26;8;0;102;30;27;6;14;7.63;16.25;-1.25;-8.25;5.65;2.23;402.84;55;3;42.96;6;24;7.13;0.24;6.92;86;0;0;88.74;19950212;
1010600;ALPES : Chablais;600 m;REF;1996;3.33;-0.2;6.86;0;25;16;0;88;28;15;10;0;7.05;14.05;0.85;-7.15;5.65;4.28;778.5;81;10;56.69;13;11;9.42;0.09;0.58;1;0;0;7.51;19951228;
1010600;ALPES : Chablais;600 m;REF;1997;3.3;-0.38;6.98;0;21;10;0;103;15;27;0;0;7.37;16.45;-0.55;-6.85;6.75;3.45;624.97;73;6;53.39;9;22;8.42;0.21;8.21;71;0;0;91.73;19970200;
1010600;ALPES : Chablais;600 m;REF;1998;3.71;0.29;7.14;0;17;14;0;86;10;9;0;0;6.86;13.85;1.15;-5.05;6.15;4.74;857.22;78;13;63.16;8;21;10.83;0.15;2.6;41;0;0;58.25;19980208;
1010600;ALPES : Chablais;600 m;REF;1999;3.74;-0.13;7.61;0;15;10;0;102;7;6;0;0;7.74;13.95;2.65;-4.35;4.35;2.65;480.46;45;7;71.72;10;25;10.32;0.09;0.84;18;0;0;24.45;19981222;
1010600;ALPES : Chablais;600 m;REF;2000;4.07;0.28;7.85;0;22;17;0;90;12;13;0;0;7.58;15.15;1.15;-5.95;6.75;2.86;520.09;67;5;45.75;5;17;7.63;0.12;1.13;9;0;0;32.23;20000304;
1010600;ALPES : Chablais;600 m;REF;2001;3.63;0.17;7.09;0;22;18;0;81;13;13;0;18;6.92;14.65;0.95;-5.25;4.15;3.97;718.45;66;7;63.86;14;15;10.74;0.1;0.49;6;0;0;31.37;20010128;
1010600;ALPES : Chablais;600 m;REF;2002;4.07;0.56;7.57;0;18;10;0;75;9;5;0;0;7.01;13.65;1.65;-4.65;5.95;3.39;613.07;65;8;60.3;8;10;9.24;0.14;1.03;14;0;0;29.45;20020314;
1010600;ALPES : Chablais;600 m;REF;2003;3.72;-0.1;7.54;0;17;11;0;93;9;18;0;0;7.65;14.75;-0.15;-5.55;4.85;3.33;603.45;67;5;63.02;8;17;8.8;0.11;2.08;31;0;0;31.11;20030114;
1010600;ALPES : Chablais;600 m;REF;2004;3.31;0.03;6.59;0;10;22;0;88;8;12;0;0;6.56;12.85;0.85;-6.15;5.85;5.28;960.76;88;11;62.31;5;11;10.77;0.07;0.45;2;0;0;11.35;20040228;
1010600;ALPES : Chablais;600 m;REF;2005;3.5;-0.23;7.23;0;13;13;0;98;8;9;0;0;7.47;13.35;1.35;-4.95;5.05;3.73;674.28;67;9;64.43;11;28;9.9;0.11;1.67;25;0;0;29.13;20050122;
1010900;ALPES : Chablais;900 m;REF;1951;2.52;-1;6.04;0;31;32;0;102;10;4;0;0;7.05;10.45;1.65;-5.75;2.95;4.14;749.04;75;8;55.04;6;17;9.82;0.19;1.08;12;0;0;24.8;19510310;
1010900;ALPES : Chablais;900 m;REF;1952;0.7;-2.88;4.28;0;13;10;0;139;23;21;0;0;7.16;9.35;-0.15;-7.55;2.05;5.96;1084.2;86;15;60.17;6;13;12.5;0.37;34.5;129;81;0;253.24;19520324;
1010900;ALPES : Chablais;900 m;REF;1953;2.11;-1.54;5.76;0;16;12;0;114;11;21;0;0;7.3;12.45;-0.05;-6.95;3.35;4.91;888.68;71;14;73.24;10;22;12.3;0.28;11.54;75;2;0;144.3;19530228;
1010900;ALPES : Chablais;900 m;REF;1954;2.55;-1.09;6.2;0;23;17;0;99;9;21;0;0;7.29;12.95;-0.25;-6.55;3.15;3.94;712.4;77;7;55.98;9;13;9.12;0.24;4.05;39;0;0;74.11;19531216;
1010900;ALPES : Chablais;900 m;REF;1955;1.11;-2.67;4.89;0;17;9;0;122;29;35;6;6;7.56;12.15;-1.35;-9.85;3.45;4.93;892.63;79;13;59.2;9;20;11.18;0.5;33.97;127;66;0;286.14;19550312;
1010900;ALPES : Chablais;900 m;REF;1956;1.33;-2.81;5.48;0;35;17;0;119;32;42;19;14;8.3;15.35;-2.95;-10.05;4.35;2.94;535.43;69;5;51.43;11;21;7.59;0.25;7.59;96;0;0;66.71;19560212;
1010900;ALPES : Chablais;900 m;REF;1957;1.25;-2.06;4.56;0;5;7;0;120;13;21;0;0;6.62;10.25;-0.15;-7.15;2.35;7.47;1352.15;99;24;57.25;14;13;13.52;0.26;13.54;97;1;0;162.41;19570204;
1010900;ALPES : Chablais;900 m;REF;1958;1.54;-2.73;5.81;0;23;4;0;121;23;28;10;0;8.55;13.85;-1.85;-9.95;2.95;2.62;475.09;65;1;61.1;5;17;7.14;0.32;12.71;100;0;0;144.02;19580308;
1010900;ALPES : Chablais;900 m;REF;1959;2.09;-1.99;6.17;0;29;12;0;126;11;22;0;8;8.16;15.35;-0.75;-8.15;2.85;4.86;879.89;77;13;59.88;9;13;11.24;0.4;20.76;107;15;0;193.82;19590202;
1010900;ALPES : Chablais;900 m;REF;1960;0.55;-3.01;4.11;0;7;16;0;139;28;27;0;0;7.12;9.85;-0.45;-8.65;2.75;6.05;1101.51;99;18;58.8;12;11;11.03;0.42;29.16;124;37;0;234.22;19600320;
1010900;ALPES : Chablais;900 m;REF;1961;2.66;-0.62;5.94;0;25;27;0;103;8;11;0;0;6.56;11.35;0.95;-5.85;4.65;5.04;913;84;12;62.47;7;14;10.72;0.17;2.75;34;0;0;65.79;19610112;
1010900;ALPES : Chablais;900 m;REF;1962;1.3;-3.34;5.93;0;23;6;0;138;22;21;0;0;9.27;12.35;-0.45;-8.65;1.95;2.37;428.17;50;5;64.93;9;30;8.37;0.19;5.56;83;0;0;61.46;19620318;
1010900;ALPES : Chablais;900 m;REF;1963;1.95;-1.86;5.76;0;20;14;0;126;9;15;0;0;7.62;12.35;0.25;-6.45;2.75;5.97;1079.96;88;17;60.66;8;20;12.15;0.32;24.03;112;34;0;255.27;19630308;
1010900;ALPES : Chablais;900 m;REF;1964;2.43;-1.46;6.31;0;32;16;0;120;7;13;0;13;7.77;12.45;0.85;-6.75;3.55;3.83;697.51;77;9;59.85;9;14;8.9;0.29;10.23;117;0;0;127.85;19640320;
1010900;ALPES : Chablais;900 m;REF;1965;1.45;-2.63;5.52;0;24;9;0;129;23;29;0;0;8.15;14.25;-1.15;-8.35;3.25;4.79;867.31;71;13;70.99;12;18;12.13;0.21;19.07;89;17;0;182.33;19650310;
1010900;ALPES : Chablais;900 m;REF;1966;1.12;-2.44;4.67;0;15;12;0;133;13;28;6;0;7.11;10.25;-1.35;-8.05;3.05;4.66;842.76;73;15;69.73;7;17;11.39;0.34;16.17;95;0;0;153.93;19660302;
1010900;ALPES : Chablais;900 m;REF;1967;1.31;-2.4;5.02;0;21;18;0;117;17;31;0;6;7.42;13.55;-1.85;-9.15;4.35;3.37;609.32;69;3;49.84;6;11;8.65;0.27;6.72;77;0;0;64.31;19670324;
1010900;ALPES : Chablais;900 m;REF;1968;2.14;-1.92;6.2;0;41;10;0;128;15;21;0;20;8.12;13.45;-0.35;-7.15;2.85;3.76;685.01;70;6;65.72;6;27;9.62;0.51;30.63;107;42;2;295.91;19680400;
1010900;ALPES : Chablais;900 m;REF;1969;1.34;-2.57;5.26;0;13;13;0;123;19;27;0;7;7.83;12.65;-0.75;-8.55;3.65;5.64;1021.41;85;15;64.19;27;16;11.87;0.23;6.4;88;0;0;47.25;19690114;
1010900;ALPES : Chablais;900 m;REF;1970;2.19;-1.34;5.72;0;16;23;0;109;13;16;0;0;7.06;11.55;0.25;-7.45;3.75;5.94;1074.77;94;17;61.55;8;9;11.31;0.3;11.92;79;8;0;145.4;19700216;
1010900;ALPES : Chablais;900 m;REF;1971;1.46;-2.57;5.5;0;15;9;0;142;17;27;0;0;8.07;13.55;-0.65;-7.75;1.25;3.88;702.96;73;7;57.4;8;11;9.46;0.43;28.75;112;40;0;269.96;19710218;
1010900;ALPES : Chablais;900 m;REF;1972;2.88;-0.85;6.62;0;34;16;0;95;6;20;0;0;7.47;14.15;-0.15;-6.45;3.85;4.23;769.42;74;10;48.03;5;11;10.23;0.2;4.7;47;0;0;59.96;19720120;
1010900;ALPES : Chablais;900 m;REF;1973;3.53;-0.68;7.74;0;58;33;0;107;7;11;0;11;8.42;15.05;1.45;-5.95;4.75;3.34;605.01;54;6;66.14;5;23;11.03;0.19;4.89;69;0;0;78.41;19730126;
1010900;ALPES : Chablais;900 m;REF;1974;2.84;-1.08;6.76;0;35;26;0;107;9;18;0;8;7.84;15.75;-0.15;-6.95;3.65;4.11;744.8;68;8;67.49;7;18;10.81;0.27;5.91;60;0;0;75.31;19740226;
1010900;ALPES : Chablais;900 m;REF;1975;2.41;-1.47;6.29;0;17;10;0;113;6;14;0;0;7.76;11.55;0.45;-6.45;3.35;3.43;620.28;62;7;60.88;8;11;9.85;0.29;15.66;88;24;0;131.98;19750204;
1010900;ALPES : Chablais;900 m;REF;1976;-0.45;-4.67;3.78;0;14;9;0;144;51;52;31;7;8.45;13.15;-2.75;-12.95;2.35;3.4;619.55;69;8;62.95;6;18;8.84;0.37;12.03;111;0;0;84.08;19760308;
1010900;ALPES : Chablais;900 m;REF;1977;2.5;-1.08;6.08;0;25;21;0;107;8;12;0;7;7.16;12.65;0.25;-6.55;3.45;4.97;900.44;72;17;67.49;7;14;12.37;0.26;7.32;61;0;0;106.32;19770112;
1010900;ALPES : Chablais;900 m;REF;1978;1.44;-2.87;5.75;0;35;15;0;121;29;47;6;14;8.62;14.45;-1.65;-9.75;3.95;3.56;644;84;5;44.2;19;15;7.54;0.55;48.54;131;94;17;351.37;19780222;
1010900;ALPES : Chablais;900 m;REF;1979;0.06;-3.87;3.98;0;5;8;0;136;38;41;6;0;7.86;11.65;-3.35;-10.45;2.45;4.04;731.45;66;10;63.33;11;23;10.86;0.32;13.89;100;0;0;131.67;19790324;
1010900;ALPES : Chablais;900 m;REF;1980;2.37;-1.07;5.81;0;31;34;0;98;19;25;6;0;6.88;12.65;-1.45;-8.25;4.75;5.62;1021.93;83;16;66.1;9;15;12.17;0.25;10.95;81;0;0;71.27;19800124;
1010900;ALPES : Chablais;900 m;REF;1981;0.98;-3.04;5.01;0;28;10;0;128;24;36;6;0;8.05;11.85;-2.35;-9.05;1.55;3.21;581.74;59;8;57.57;9;12;9.58;0.27;4.5;50;0;0;57.75;19810108;
1010900;ALPES : Chablais;900 m;REF;1982;1.52;-2.63;5.66;0;25;5;0;123;14;16;8;13;8.29;13.75;0.05;-9.05;3.45;3.96;716.17;79;10;53.75;8;22;8.92;0.37;26.68;113;47;0;190.82;19820306;
1010900;ALPES : Chablais;900 m;REF;1983;2.03;-1.45;5.5;0;18;15;0;106;12;23;0;0;6.94;12.45;-0.35;-6.65;2.95;4.09;740.51;77;10;53.96;11;14;9.46;0.37;20.46;119;26;0;187.59;19830212;
